"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 07/11/2018. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 1,321 Crashes containing 2,655 Units and 3,152 Persons"

"Query Filters:"
"Crash Year Is In 2015 or 2016 or 2017"
"City Is Equal To Austin"

"Managed Filters:"
"Motorcycle Related Crashes"

"Crash ID","Crash Severity","Crash Time","Crash Year","Day of Week","Latitude","Longitude","Street Name","Street Number"
"14206098","Incapacitating Injury","0816","2015","Monday","30.3440371","-97.69704376","IH0035","NO DATA"
"14231583","Non-Incapacitating Injury","1842","2015","Monday","30.20854806","-97.78144315","S 1ST ST","5597"
"14251581","Non-Incapacitating Injury","0910","2015","Monday","30.29430583","-97.74233176","GUADALUPE ST","NO DATA"
"14211614","Non-Incapacitating Injury","1407","2015","Tuesday","30.26146961","-97.73633679","IH0035","NO DATA"
"14212363","Incapacitating Injury","0827","2015","Thursday","30.42531008","-97.7147507","FM0734","3972"
"14222783","Killed","2131","2015","Tuesday","30.23189546","-97.71806707","E RIVERSIDE DR","4817"
"14359892","Possible Injury","1524","2015","Tuesday","30.29808456","-97.68709039","MANOR RD","5082"
"14230800","Non-Incapacitating Injury","2156","2015","Thursday","30.21924232","-97.80695409","WEST GATE BLVD","5670"
"14241471","Not Injured","1036","2015","Thursday","30.23105479","-97.75934246","S CONGRESS AVE","3201"
"14253622","Not Injured","1036","2015","Saturday","30.43052324","-97.76202106","US0183","NO DATA"
"14253626","Not Injured","2246","2015","Saturday","30.35242625","-97.78305894","RM2222","4944"
"14253663","Non-Incapacitating Injury","1745","2015","Saturday","30.17390302","-97.82373409","FM2304","9876"
"14251324","Possible Injury","1624","2015","Sunday","30.262404","-97.74087285","SL0343","414"
"14256084","Possible Injury","1845","2015","Sunday","30.26812478","-97.74663246","W 5TH ST","400"
"14238457","Not Injured","1530","2015","Monday","30.44354341","-97.66788694","IH0035","NO DATA"
"14253669","Non-Incapacitating Injury","0027","2015","Monday","30.26777478","-97.74911246","NUECES ST","399"
"14359937","Non-Incapacitating Injury","2101","2015","Monday","30.4974995","-97.77764004","AVERY RANCH BLVD","NO DATA"
"14257775","Non-Incapacitating Injury","0730","2015","Wednesday","30.23816479","-97.76212246","S 1ST ST","2701"
"14240843","Possible Injury","0112","2015","Saturday","30.24997711","-97.74955111","CONGRESS AVE S","1351"
"14282766","Possible Injury","1456","2015","Saturday","30.37690526","-97.67617257","IH0035","NO DATA"
"14243398","Non-Incapacitating Injury","2145","2015","Sunday","30.23947479","-97.76534246","CUMBERLAND RD","900"
"14255816","Possible Injury","1522","2015","Monday","30.17677879","-97.88515088","SL0001","NO DATA"
"14243535","Non-Incapacitating Injury","1041","2015","Tuesday","30.25716369","-97.74689285","W RIVERSIDE DR","101"
"14266430","Non-Incapacitating Injury","1917","2015","Wednesday","30.34119115","-97.77686903","RM2222","4495"
"14268084","Non-Incapacitating Injury","1440","2015","Friday","30.2757078","-97.74263753","LAVACA ST","1302"
"14280968","Non-Incapacitating Injury","1921","2015","Friday","30.26128156","-97.73641555","IH0035","NO DATA"
